RECORD,CAMIS,DBA,BUILDING,STREET,ZIPCODE,BORO,PHONE,CUISINE_DESCRIPTION,LATITUDE,LONGITUDE,COMMUNITY_BOARD,COUNCIL_DISTRICT,CENSUS_TRACT,BIN,BBL,NTA
315,50107532,VIBEZ N JUICE,754,EAST  233 STREET,10466,Bronx,3474274140,"Juice, Smoothies, Fruit Salads",40.89277757,-73.85547352,212,12,42200,2063715,2048460065,BX44
318,50143363,ROYAL CAFE RESTAURANT & BAR,514,EAST  138 STREET,10454,Bronx,3472702077,Tex-Mex,40.80740996,-73.91891827,201,8,2500,2000036,2022650027,BX39
320,50016496,EMPANADAS MONUMENTAL,4093,BROADWAY,10032,Manhattan,2129239300,Spanish,40.8444736,-73.93891073,112,10,25300,1063496,1021420109,MN36
321,41416092,GUADALUPE BAR AND GRILL,597,WEST  207 STREET,10034,Manhattan,2123041083,Mexican,40.8672439,-73.92091314,112,10,29300,1064923,1022360001,MN01
324,50118395,EL COMEDOR RESTAURANTE,5621,5 AVENUE,11220,Brooklyn,3475990211,Latin American,40.6415688,-74.01397716,307,38,10200,3015369,3008400002,BK34
326,41506337,POPEYES,142-02,ROCKAWAY BOULEVARD,11436,Queens,7183233500,Chicken,40.67406321,-73.79826477,412,28,79000,4538846,4120590008,QN76
327,40738177,LA CABANA,39-17,103 STREET,11368,Queens,7188987593,Latin American,40.75045529,-73.86298745,403,21,40500,4044398,4017700107,QN26
330,50070949,OCEANIC BOIL,84-20,37 AVENUE,11372,Queens,6467249149,Seafood,40.74995509,-73.88217488,403,21,28100,4036228,4014720001,QN28
331,50103940,SUSHI NONAKA / BOKA,410,AMSTERDAM AVENUE,10024,Manhattan,6464540226,Japanese,40.78358186,-73.97801621,107,6,16700,1032633,1012270033,MN12
335,50015416,NEW CHINA WOK,57,4 AVENUE,11217,Brooklyn,7186381898,Chinese,40.68257481,-73.97954232,306,39,12901,3018474,3009300077,BK37
337,50015469,SAIGON BAR AND GRILL,4521,AVENUE N,11234,Brooklyn,7183388886,Southeast Asian,40.61867135,-73.9314206,318,45,67400,3337408,3078700001,BK58
338,50092077,CAFE MOCHA,64-08,MYRTLE AVENUE,11385,Queens,7184904180,Coffee/Tea,40.70097898,-73.89210756,405,30,57700,4086897,4035930019,QN19
339,40399817,NOVITA,102,EAST   22 STREET,10010,Manhattan,2126772222,Italian,40.73927177,-73.98629096,106,2,6800,1018008,1008770084,MN21
340,50128237,GOLDEN PALACE,1619,86 STREET,11214,Brooklyn,7185003188,Chinese,40.6097629,-74.00678175,311,47,18000,3165718,3063420079,BK27
343,41580756,ROTI ON THE RUN,189,NORWOOD AVENUE,11208,Brooklyn,7182354414,Caribbean,40.68129961,-73.87902651,305,37,117400,3092582,3041370016,BK83
346,41612730,PAPA YE RESTAURANT,196,MCCLELLAN STREET,10456,Bronx,7186813240,African,40.83264431,-73.91775632,204,16,18102,2002742,2024560075,BX14
347,50146790,BOMBAY GRILL,8716,3 AVENUE,11209,Brooklyn,7184912500,Indian,40.62254399,-74.03144411,310,43,6000,3153676,3060480037,BK31
349,50079705,DIG INN,100,WEST   67 STREET,10023,Manhattan,2123352107,American,40.77427223,-73.98126513,107,6,15300,1028845,1011380036,MN14
351,50086321,EL CASTILLO DE JAGUA,6811,4 AVENUE,11220,Brooklyn,7187450649,Caribbean,40.63515273,-74.02328941,310,43,13000,3145255,3058640006,BK31
352,50136757,SUPER BOWL GAO,55-60,60 STREET,11378,Queens,7188941234,Chinese,40.72567504,-73.90612723,405,30,53100,4530836,4026870050,QN30
353,50108197,DEAR HAN CAFE,59-02,WOODSIDE AVENUE,11377,Queens,7184249838,Coffee/Tea,40.74533246,-73.90540291,402,26,24900,4031219,4013310041,QN63
358,50115610,JUANITO'S PIZZA,953,CYPRESS AVENUE,11385,Queens,3473584587,Pizza,40.69876896,-73.90391127,405,34,55500,4437834,4035620006,QN20
359,50120156,D MARTE,2351,JEROME AVENUE,10468,Bronx,9173555138,Coffee/Tea,40.85992915,-73.90295088,207,14,23900,2014292,2031980149,BX40
360,50134573,WEN ZHOU FOOD INC.,41-36,MAIN STREET,11355,Queens,3473996198,Chinese,40.75720025,-73.82901827,407,20,84900,4432133,4050420038,QN22
363,41658448,LULO RESTAURANT BRONX,2264,GRAND CONCOURSE,10457,Bronx,9177924465,Spanish,40.85680887,-73.90030566,205,15,38301,2013723,2031580016,BX40
365,50122095,CHIFA,73-20,NORTHERN BOULEVARD,11372,Queens,7188980108,Peruvian,40.75469535,-73.89346038,403,25,28900,4028634,4012460006,QN28
366,50145918,SWEETS BAKERY & CAFE,144-06,NORTHERN BOULEVARD,11354,Queens,7188868618,Chinese,40.76468715,-73.82304972,407,20,116300,4113419,4050140009,QN51
370,50098404,FLIPPERS,337,WEST BROADWAY,10013,Manhattan,6177174928,American,40.72255691,-74.00360408,102,1,4700,1007056,1004750001,MN24
371,50010956,ROYAL QUEEN (),136-20,ROOSEVELT AVENUE,11354,Queens,7183583388,Chinese,40.75977791,-73.82923543,407,20,85300,4113546,4050190005,QN22
373,50056175,SUNDAY IN BROOKLYN,348,WYTHE AVENUE,11249,Brooklyn,3472226722,American,40.71416368,-73.96520828,301,33,55100,3321284,3024150026,BK73
375,50127730,3 TIMES,483,GRAND STREET,11211,Brooklyn,9293077777,Chinese,40.71099965,-73.95190711,301,34,51300,3062734,3023870025,BK73
379,40844457,LA ISLA,4920,5 AVENUE,11220,Brooklyn,7187489375,Latin American,40.64549975,-74.00991684,307,38,7800,3012931,3007830044,BK32
380,41059712,AMICI BAR,73-11,88 STREET,11385,Queens,7188694828,Coffee/Tea,40.70877921,-73.86339446,405,30,63700,4437932,4038540060,QN19
381,50077505,KIN'D,192-03,UNION TURNPIKE,11366,Queens,7184680888,Thai,40.73018202,-73.77842281,408,23,133300,4155157,4072080036,QN41
382,50155741,MIKADO CRUNCHY & SUSHI,82-19,153 AVENUE,11414,Queens,9172501213,Japanese,40.66612458,-73.85171666,410,32,6202,4246916,4114290034,QN57
384,41387635,ANGELO'S DELI RESTAURANT,50-00,GRAND AVENUE,11378,Queens,7183864423,Latin American,40.71745338,-73.91911832,405,30,53500,4000000,4026110130,QN30
388,50007879,MANDARIN ORIENTAL HOTEL-CAFETERIA,80,COLUMBUS CIRCLE,10023,Manhattan,2128058800,American,40.76902175,-73.98280095,104,6,14500,1026318,1010497501,MN14
391,50119808,NAYA,41,EAST   11 STREET,10003,Manhattan,6468442173,Mediterranean,40.73323391,-73.99314791,102,2,6100,1009127,1005630001,MN23
392,50120753,EQUIS PICA POLLO RESTAURANT,521,WEST  207 STREET,10034,Manhattan,9175290966,Latin American,40.86518444,-73.91959596,112,10,29300,1064793,1022230030,MN01
393,50112299,SUMMER SALT,275,MADISON AVENUE,10016,Manhattan,6466932060,Mexican,40.75125446,-73.97986763,106,4,8200,1017597,1008690054,MN20
395,50091031,PINKBERRY,2041,BROADWAY,10023,Manhattan,9172915340,Frozen Desserts,40.77749476,-73.98246658,107,6,15900,1030373,1011620029,MN14
396,50101656,OSLO COFFEE ROASTERS,620,WEST   42 STREET,10036,Manhattan,6464564673,Coffee/Tea,40.76119225,-73.99923473,104,3,11700,1085962,1010897502,MN13
398,50067762,PANDA GARDEN QUEENS,59-17,ROOSEVELT AVENUE,11377,Queens,7185058888,Chinese,40.7454147,-73.90528009,402,26,25900,4028343,4012300002,QN63
399,41185899,POCHA 32,15,WEST   32 STREET,10001,Manhattan,2122791876,Korean,40.74744292,-73.98617017,105,4,7600,1083631,1008340049,MN17
400,50122060,EL PASO MEXICAN GRILL,809,AVENUE U,11223,Brooklyn,3473053600,Tex-Mex,40.59812466,-73.96284195,315,47,39400,3192161,3071110045,BK25
403,41425803,DONUT SHOPPE,1503,AVENUE U,11229,Brooklyn,3476120907,American,40.59885245,-73.95626256,315,48,58000,3198126,3073200048,BK44
406,50107354,POLLOS A LA BRASA,691,KNICKERBOCKER AVENUE,11221,Brooklyn,7183819400,Spanish,40.69456686,-73.91089167,304,37,43500,3077675,3033850008,BK77
408,41026182,SUBWAY,214,WEST   50 STREET,10019,Manhattan,2122651822,Sandwiches,40.76157821,-73.98445617,105,3,12500,1024803,1010210048,MN17
409,41057755,BAROSA BRICK OVEN,62-29,WOODHAVEN BOULEVARD,11374,Queens,7184241455,Italian,40.72602693,-73.87012374,406,30,69500,4073013,4031070144,QN18
412,50010699,ALBERT'S COFFEE SHOP,405,HUNTS POINT AVENUE,10474,Bronx,7183286500,American,40.8097428,-73.88090181,202,17,9300,2006921,2027720217,BX27
413,50068069,HOMBRES LOUNGE,85-28,37 AVENUE,11372,Queens,7189300886,Latin American,40.75006113,-73.88119299,403,21,27900,4036240,4014730001,QN28
415,50060597,NU LOOK DELI,49-16,VERNON BOULEVARD,11101,Queens,7187863192,American,40.74322953,-73.95394078,402,26,700,4000124,4000320003,QN31
416,50093794,JAKE'S,655,WEST   34 STREET,10001,Manhattan,3474800629,American,40.75655629,-74.00380806,104,3,9900,1067973,1006800001,MN13
417,40936721,EL PAISA BAR,87-05,NORTHERN BOULEVARD,11372,Queens,7184295622,Latin American,40.75606601,-73.88055418,403,25,33900,4034809,4014170045,QN28
418,50142575,CAMP CAMP BBQ,142-26,ROOSEVELT AVENUE,11354,Queens,7187990799,Chinese,40.76062641,-73.82582563,407,20,85500,4113629,4050210019,QN22
422,50134377,LAS TRES,131-02,14 AVENUE,11356,Queens,7188889751,Latin American,40.78610355,-73.83723495,407,19,94500,4098535,4040990023,QN49
423,50150295,AA ADMIRALS CLUB,JFK,INTERNATIONAL AIRPORT,11430,Queens,6464075128,American,40.64831283,-73.7882815,483,28,71600,4000000,4142600001,QN98
425,41373642,SUBWAY,21,EAST  118 STREET,10035,Manhattan,2122890142,Sandwiches,40.80158988,-73.94459577,111,9,18400,1053948,1017450014,MN34
426,40424723,NITA'S EUROPEAN BAKERY,40-10,GREENPOINT AVENUE,11104,Queens,7187844047,Bakery Products/Desserts,40.73959112,-73.92492285,402,26,18501,4002867,4002020030,QN31
429,50142839,Xiang Dragon,305,EAST  115 STREET,10029,Manhattan,2128603232,Chinese,40.79621233,-73.93805949,111,8,18800,1052934,1016870104,MN34
431,50038753,PATSY'S PIZZERIA,450,DEAN STREET,11217,Brooklyn,7186222268,Italian,40.68192089,-73.9761065,306,39,12902,3018482,3009310010,BK37
432,50102756,DUFFY'S,650,FOREST AVENUE,10310,Staten Island,7184479276,American,40.62974367,-74.11081387,501,49,12100,5007681,5002860003,SI35
435,50002920,HIGHBURY PUB,1002,CORTELYOU ROAD,11218,Brooklyn,7189081342,Irish,40.6393064,-73.96864165,314,39,52600,3345677,3051530001,BK42
436,50131642,JI BEI CHUAN,5216,8 AVENUE,11220,Brooklyn,7185873000,Chinese,40.63984582,-74.00503727,307,43,10600,3014105,3008100046,BK34
437,50109079,PIZZA HUT,765,EAST GUN HILL ROAD,10467,Bronx,7185472716,Pizza,40.87635159,-73.86318627,212,12,38000,2057707,2046580001,BX44
439,40719693,PROSPECT COFFEE SHOP,1309,PROSPECT AVENUE,10459,Bronx,7189911249,American,40.82804213,-73.89814835,203,17,13500,2005052,2026810029,BX35
441,50074699,SUBWAY,400,MYRTLE AVENUE,11205,Brooklyn,7187974394,Sandwiches,40.69312362,-73.96998655,302,35,18300,3058400,3020750032,BK68
445,50052807,11 HOWARD KITCHEN,138,LAFAYETTE STREET,10013,Manhattan,6469371256,American,40.71907661,-73.9999531,102,1,4500,1002687,1002090019,MN24
447,50088379,IHOP,4340,BOSTON POST ROAD,10475,Bronx,7183256664,Pancakes/Waffles,40.8901251,-73.81973789,212,13,45600,2082985,2056530067,BX03
448,50067033,SUBWAY,2052,JEROME AVENUE,10453,Bronx,7182206319,Sandwiches,40.85412742,-73.90703331,205,14,24100,2013958,2031790002,BX41
449,50061162,CODE RED,1320,EAST GUN HILL ROAD,10469,Bronx,7188811808,Caribbean,40.87137832,-73.84802828,211,12,35000,2056100,2045890048,BX31
450,50054055,LIANG'S NOODLE,133-35,ROOSEVELT AVENUE,11354,Queens,6467048680,Chinese,40.758502,-73.83324181,407,20,87100,4112276,4049730016,QN22
452,50036333,MAXIM GARDEN,138-61,QUEENS BOULEVARD,11435,Queens,7186579417,Chinese,40.707362,-73.81738821,408,24,21400,4314907,4096460025,QN35
454,50070146,SWEETGREEN,1114,6 AVENUE,10036,Manhattan,9146023590,Salads,40.75534476,-73.98373213,105,4,9600,1034196,1012580009,MN17
455,50115487,BEARD PAPA'S,11,SAINT MARKS PLACE,10003,Manhattan,7186834781,Bakery Products/Desserts,40.72922898,-73.98914699,103,2,3800,1006758,1004640054,MN22
458,41647630,TABOO,25-81,STEINWAY STREET,11103,Queens,6463405603,Middle Eastern,40.76751265,-73.91202836,401,22,14300,4011370,4006840013,QN70
464,50087329,IRVING PLAZA,17,IRVING PLACE,10003,Manhattan,2133893472,American,40.73480076,-73.98818987,105,2,5000,1017793,1008710016,MN21
468,50105039,CHINA CHEF CHEN,1073,FLATBUSH AVENUE,11226,Brooklyn,7182878173,Chinese,40.64445493,-73.9579514,314,40,79200,3118908,3051650087,BK95
472,50082098,BROOKLYN CHOP HOUSE,150,NASSAU STREET,10038,Manhattan,2126191200,Steakhouse,40.71153382,-74.00602744,101,1,1501,1087756,1001007501,MN25
474,41372918,DONNYBROOK,37,CLINTON STREET,10002,Manhattan,2122287733,Irish,40.7199786,-73.98461743,103,1,3001,1004222,1003490019,MN27
475,50130206,THAI NARA,64-02,35 AVENUE,11377,Queens,7186068842,Thai,40.75031928,-73.89850223,402,26,29300,4027491,4012020012,QN63
476,50011100,XOCHIL PIZZA,4613,5 AVENUE,11220,Brooklyn,7184352288,Pizza,40.64720165,-74.0081189,307,38,9600,3011952,3007570104,BK34
477,41460794,KARAOKE SHOUT,32-46,STEINWAY STREET,11103,Queens,7185690080,American,40.75770599,-73.92003301,401,22,15500,4010420,4006560056,QN70
478,50067267,SUBWAY,221,7 AVENUE,10011,Manhattan,6467191239,Sandwiches,40.7439194,-73.995756,104,3,9100,1068238,1007987502,MN13
480,41707875,NEW GOLDEN STAR RESTAURANT,4247,BROADWAY,10033,Manhattan,2129285454,Chinese,40.84978042,-73.93615873,112,10,26500,1064282,1021760138,MN36
485,50105273,CHOP & GO,643,LEXINGTON AVENUE,10022,Manhattan,2123002870,Salads,40.75922866,-73.9703501,106,4,10000,1036487,1013090050,MN19
486,50135595,DANGO CHICKEN,56-09,MARATHON PARKWAY,11362,Queens,7188198560,Chicken,40.76018124,-73.73160893,411,23,152902,4172803,4083360001,QN45
487,41352978,WONG WONG NOODLE SHOP,5410,8 AVENUE,11220,Brooklyn,7186335633,Chinese,40.63875059,-74.00617938,307,38,10600,3014820,3008260042,BK34
488,41264511,DUNKIN,10,NEWKIRK PLAZA,11226,Brooklyn,6466170390,Donuts,40.63518747,-73.96277439,314,45,52000,3121182,3052360018,BK42
489,41590819,GOOD FRIENDS,110-00,ROCKAWAY BOULEVARD,11420,Queens,7182153308,Asian/Asian Fusion,40.67766457,-73.82875789,410,32,86400,4457718,4115430002,QN55
491,50088686,BUNTOPIA BK,994,BROADWAY,11221,Brooklyn,3474353660,Chinese,40.69611117,-73.93372798,303,36,28700,3042985,3015900014,BK35
493,50084970,DIG INN,1319,1 AVENUE,10021,Manhattan,6469052184,American,40.76697823,-73.9566066,108,5,12600,1044844,1014450029,MN31
494,41514395,ESMERALDO BAKERY,538,WEST  181 STREET,10033,Manhattan,2125432250,Bakery Products/Desserts,40.84884794,-73.93263905,112,10,26900,1081874,1021530072,MN35
495,50106885,DON ALEX POLLO D. MARIA,106-26,CORONA AVENUE,11368,Queens,9089866336,Peruvian,40.74371967,-73.85627809,404,21,43900,4447721,4019350029,QN25
496,50120853,LITTLE MOROCCO,24-39,STEINWAY STREET,11103,Queens,7184409193,Moroccan,40.76848368,-73.91122922,401,22,14100,4011497,4006860001,QN70
499,40365546,REBEN LUNCHEONETTE,229,HAVEMEYER STREET,11211,Brooklyn,7183887696,Spanish,40.70903995,-73.95915129,301,34,52500,3063567,3024600001,BK73
500,41684486,NEW KING'S FOOD RESTAURANT,127,MALCOLM X BOULEVARD,11221,Brooklyn,7189197176,Chinese,40.68910995,-73.93027693,303,36,38700,3044524,3016320005,BK35
503,50038543,LA PALAPA TACOS,230,PARK AVENUE,10169,Manhattan,6467470815,Tex-Mex,40.75450075,-73.97595043,105,4,9200,1036185,1013000001,MN19
504,41283191,KARCZMA,136,GREENPOINT AVENUE,11222,Brooklyn,7183491744,Polish,40.73007171,-73.9554184,301,33,56500,3064829,3025630033,BK76
505,50066094,PS KITCHEN,246,WEST   48 STREET,10036,Manhattan,9176998331,American,40.76052715,-73.98584978,105,3,12500,1024766,1010190060,MN17
506,40692961,BAMBOO GARDEN RESTAURANT,9505,AVENUE L,11236,Brooklyn,7182723175,Fusion,40.63775725,-73.89671763,318,46,99000,3326751,3082410010,BK50
509,50125420,MADE IN NEW YORK PIZZA,271 1/2,AMSTERDAM AVENUE,10023,Manhattan,6464498556,Pizza,,,,,,,,
513,50143485,HAWAII POKE ONE,565,86 STREET,11209,Brooklyn,6465920258,Hawaiian,40.62071208,-74.02491613,310,47,14200,3153212,3060360037,BK31
516,50055985,MARCHE MADISON,630,1 AVENUE,10016,Manhattan,2127790110,American,40.74520895,-73.97245315,106,4,8601,1022060,1009687501,MN19
519,50045058,BAR - (BA6020),4,PENN PLAZA,10121,Manhattan,2124656302,American,40.75065484,-73.99194424,105,3,10100,1082908,1007810001,MN17
520,50133005,LI'S GARDEN,42-87,MAIN STREET,11355,Queens,7183592108,Chinese,40.75289636,-73.82712002,407,20,79702,4115882,4051360068,QN22
521,50048923,Milly's Pizzeria,834,BROADWAY,11206,Brooklyn,7185994441,Pizza,40.69918287,-73.93921027,303,36,28501,3042842,3015790030,BK78
522,50116769,CHINA XING,4419,NEW UTRECHT AVENUE,11219,Brooklyn,7186862676,Chinese,40.6404167,-73.99432132,312,39,22200,3136359,3056090002,BK88
523,50008666,DELEON BAKERY & RESTAURANT,18-58,CORNAGA AVENUE,11691,Queens,5162330098,Spanish,40.60228473,-73.75110186,414,31,101001,4518605,4155600054,QN15
524,50067182,SIK GAEK,49-11,ROOSEVELT AVENUE,11377,Queens,7182054555,Korean,40.74320775,-73.91562608,402,26,25301,4001278,4001380001,QN31
525,50067074,BAZAR,31,WEST   26 STREET,10010,Manhattan,2125108155,Tapas,40.74422371,-73.99002511,105,3,5800,1015637,1008280015,MN13
529,50090394,FAMOUS FAMIGLIA PIZZERIA,1284,1 AVENUE,10065,Manhattan,2122881616,Pizza,40.76576537,-73.95747019,108,5,11600,1045578,1014630045,MN31
531,41072888,ROSELLA'S PIZZERIA,164,WILLIAM STREET,10038,Manhattan,2126128260,Pizza,40.71022733,-74.00575319,101,1,1501,1001282,1000930024,MN25
534,50116501,SY CUISINE CATERING,543,KINGS HIGHWAY,11223,Brooklyn,7185034157,Jewish/Kosher,40.60452194,-73.96935669,315,44,42200,3177317,3066600044,BK25
536,50053555,LENWICH 68TH,1269,1 AVENUE,10065,Manhattan,2122880852,Sandwiches,40.76549921,-73.95769057,108,5,11800,1044759,1014430025,MN31
540,50078464,GLAZE,643,LEXINGTON AVENUE,10022,Manhattan,2129353400,Japanese,40.75922866,-73.9703501,106,4,10000,1036487,1013090050,MN19
541,41180122,LE SAJJ RESTAURANT,8221,5 AVENUE,11209,Brooklyn,7188337255,Middle Eastern,40.62409642,-74.02482734,310,43,14200,3152155,3060090003,BK31
547,50008904,TITO RAD'S GRILL,49-10,QUEENS BOULEVARD,11377,Queens,7182057299,Filipino,40.74279055,-73.91563022,402,26,23500,4052834,4022820026,QN31
549,41299922,SEDUTTO,1498,1 AVENUE,10075,Manhattan,2128799557,Frozen Desserts,40.77181035,-73.95305806,108,5,13200,1046011,1014737503,MN31
550,41017954,EL PANADERO BAKERY,1380,ST NICHOLAS AVENUE,10033,Manhattan,2129236610,Bakery Products/Desserts,40.8480833,-73.93461697,112,10,26100,1079911,1021530029,MN36
551,50056862,LANZHOU RAMEN 107,107,EAST BROADWAY,10002,Manhattan,6469983175,Chinese,40.71379547,-73.99315713,103,1,800,1088291,1002827502,MN27
552,50085068,NUEVO DON FRANCISCO RESTAURANT,40-56,JUNCTION BOULEVARD,11368,Queens,7186392665,Latin American,40.74804391,-73.86876695,404,21,46500,4039847,4015960035,QN29
555,50086672,SATHI,216,3 AVENUE,10003,Manhattan,2122603700,Indian,40.73613162,-73.98511887,106,2,5000,1017884,1008740042,MN21
560,40371727,LA PALINA RESTAURANT,159,AVENUE O,11204,Brooklyn,7182369764,Italian,40.61077672,-73.97886929,311,44,43400,3173432,3065800034,BK29
561,50049744,ANTOJITOS DE SAN CECILIO,90-04,JAMAICA AVENUE,11421,Queens,7188463024,Spanish,40.69285409,-73.85452382,409,32,1800,4184215,4089320001,QN53
562,50094476,GENTLE JUICE BAR,8400,FLATLANDS AVENUE,11236,Brooklyn,6462586198,"Juice, Smoothies, Fruit Salads",40.63730769,-73.9104676,318,46,95600,3225027,3080200038,BK50
564,50099332,RAICES COLOMBIANAS,86-02,37 AVENUE,11372,Queens,7187797595,Latin American,40.75013994,-73.88043853,403,21,27900,4036257,4014740001,QN28
566,50132255,THE CHUBBY CRAB,77,CHRYSTIE STREET,10002,Manhattan,6468478239,Seafood,40.71724845,-73.99428949,103,1,1600,1003944,1003040034,MN27
567,50096379,EL GALLO NEGRO 2,132-07,14 AVENUE,11356,Queens,9292007770,Mexican,40.78627195,-73.8359923,407,19,94500,4308413,4040120045,QN49
568,50059783,SPORTS CLUB OF GLENDALE,74-03,MYRTLE AVENUE,11385,Queens,9174050389,Coffee/Tea,40.70247048,-73.87430658,405,32,63301,4093165,4038240049,QN19
569,50006206,HUMMUS KITCHEN,768,9 AVENUE,10019,Manhattan,2123333009,Mediterranean,40.76434264,-73.98830735,104,3,13300,1025194,1010420004,MN15
570,41470133,COTTON CLUB,664,WEST  125 STREET,10027,Manhattan,2126637980,American,40.81726595,-73.95974575,109,7,21900,,1,MN06
572,50089724,GONG CHA,40-06,UNION STREET,11354,Queens,7187622874,Coffee/Tea,40.76024307,-73.82644029,407,20,85300,4113559,4050190063,QN22
573,50090858,YIP SZECHUAN RESTAURANT,65-41,MYRTLE AVENUE,11385,Queens,7183861945,Chinese,40.70123974,-73.88923273,405,30,57700,4089299,4036770034,QN19
574,41371915,TRIO PIZZA GRILL,1907,AVENUE U,11229,Brooklyn,7189348127,Pizza,40.59927634,-73.95237681,315,48,57800,3198279,3073240051,BK44
575,50114100,LENNYS PIZZERIA,1046,NOSTRAND AVENUE,11225,Brooklyn,7183632323,Pizza,40.66270764,-73.95086074,309,40,32900,3035058,3013200044,BK60
577,41694170,ANTICA PESA,115,BERRY STREET,11249,Brooklyn,3477632635,Italian,40.71886058,-73.95874482,301,33,55300,3397614,3023197501,BK73
578,40373113,ASTRO RESTAURANT,101,WEST   55 STREET,10019,Manhattan,2124896284,American,40.76313625,-73.97839841,105,4,13700,1023394,1010080029,MN17
581,41433964,WILD GINGER VEGETARIAN KITCHEN,380,BROOME STREET,10013,Manhattan,2129661883,Vegetarian,40.72034463,-73.99642851,102,1,4100,1077734,1004800041,MN24
582,50040374,INWOOD BAR AND GRILL,4892,BROADWAY,10034,Manhattan,6465290736,American,40.86720383,-73.92253296,112,10,29300,1064915,1022350005,MN01
583,40377385,NAPOLI PIZZA,164-02,69 AVENUE,11365,Queens,7183801172,Pizza,40.73307344,-73.8047535,408,24,122701,4149770,4069310001,QN38
584,50069989,"LEGASEA ,  BAR MOXY",485,7 AVENUE,10018,Manhattan,2122681888,American,40.75245795,-73.98954383,105,3,10900,1015235,1008127501,MN17
588,50042671,EDGAR'S CAFE,650,AMSTERDAM AVENUE,10025,Manhattan,2125956261,Coffee/Tea,40.79127693,-73.97240151,107,6,17900,1033592,1012390034,MN12
589,50139442,VILLAGE SQUARE PIZZA,147,WEST   35 STREET,10001,Manhattan,9173690184,Pizza,40.7511157,-73.98884385,105,3,10900,1015224,1008110010,MN17
590,50104958,ONE MORE CHARM,236,7 AVENUE,11215,Brooklyn,9292502052,Thai,40.66977037,-73.97918578,306,39,15500,3021288,3009860042,BK37
